Microcontrollers & microprocessors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Number,General Description,Marketing Status,Package,Core,Operating Frequency (MHz),FPU,Co-Processor type,Co-Processor frequency (MHz) max,Flash Size (kB) (Prog),Dual-bank Flash,Data E2PROM (B) nom,RAM Size (kB),CCM RAM (I/D) (kByte) typ,ITCM/DTCM RAM (kB),Timers (16-bit) typ,Timers (32-bit) typ,Other timer functions,A/D Converters 12-bit,,A/D Converters 14-bit,,A/D Converters 16-bit,,D/A Converters (12-bit) typ,Comparator,Integrated op-amps,I/Os (High Current),SMPS,Display controller,Graphic accelerator,CAN (FD),CAN (2.0),I2C typ,SPI typ,I2S typ,USART typ,UART typ,Ethernet,Ethernet ports typ,I3C typ,Additional Interfaces,External Memory Interfaces,USB Type,Cryptography,Security Functions,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (@ Lowest Power) typ,Supply Current (µA) (Run Mode (per MHz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,Output Power (dBm) min,Output Power (dBm) max,RX current (mA) typ,RX sensitivity (dBm) typ,Standby Current (µA) typ,TX current (mA) (@ 0dBm) max,Output Power (dBm) (Step) typ,Buy On Line,Number of Cores nom,,,,,,
STM32H563MI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-MByte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,WLCSP 80 3.50x3.27x0.6 P 0.35 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,20,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,-,-,-,Intenal,-,-,-,2,-,4,4,3,5,7,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB FS, USB Type-C","ECDSA, SHA-1, SHA-2, TRNG","Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,111,-40,125,-,-,-,-,-,-,-,No,-,-,-,-
STM32H563RG,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 1-Mbyte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,"LQFP 64 10x10x1.4 mm, VFQFPN 68 8x8x1.0 mm",Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,1024,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,-,-,53,-,-,-,-,2,-,4,4,3,5,6,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC",Octo SPI,Yes,"USB FS, USB Type-C","ECDSA, SHA-1, SHA-2, TRNG","Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,111,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H563RI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-MByte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,"LQFP 64 10x10x1.4 mm, VFQFPN 68 8x8x1.0 mm",Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,20,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,-,-,-,-,-,-,-,2,-,4,4,3,5,7,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC",Octo SPI,Yes,"USB FS, USB Type-C","ECDSA, SHA-1, SHA-2, TRNG","Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,111,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H563VG,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 1-MByte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,1024,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,-,-,-,-,-,-,-,2,-,4,5,3,6,7,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB FS, USB Type-C","ECDSA, SHA-1, SHA-2, TRNG","Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,111,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H563VI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-MByte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,"16, 20",2,"Dual Watchdog, RTC, SysTick",2,"14, 16",-,-,-,-,"1, 2",-,-,-,Intenal,-,-,-,2,-,4,5,3,6,7,100Mbps (IEEE 1588),-,1,"Camera Interface, Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB FS, USB Type-C","ECDSA, SHA-1, SHA-2, TRNG","Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,111,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H563ZG,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 1-MByte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,1024,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,20,-,-,-,-,2,-,-,112,-,-,-,-,2,-,4,6,3,6,7,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB FS, USB Type-C","ECDSA, SHA-1, SHA-2, TRNG","Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,111,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H563ZI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-MByte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,"16, 20",2,"Dual Watchdog, RTC, SysTick",2,"18, 20",-,-,-,-,2,-,-,-,Intenal,-,-,-,2,-,4,6,3,6,7,100Mbps (IEEE 1588),1,1,"Camera Interface, Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",Yes,"USB FS, USB Type-C","ECDSA, SHA-1, SHA-2, TRNG","Isolation TrustZone, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,111,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H573AI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-Mbyte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,UFBGA 169 7x7x0.6 P 0.5 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,20,-,-,-,-,2,-,-,"134, 136",Intenal,-,-,-,2,-,4,6,3,6,7,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",No,"USB FS, USB Type-C","AES, ECDSA, OTF DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,"66, 111",-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H573II,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-Mbyte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,"LQFP 176 24x24x1.4 mm, UFBGA 176+25 10x10x0.6 P 0.65 mm",Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,20,-,-,-,-,2,-,-,"139, 140",Intenal,-,-,-,2,-,4,6,3,6,7,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",No,"USB FS, USB Type-C","AES, ECDSA, OTF DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,"66, 111",-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H573MI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-Mbyte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,WLCSP 80 3.50x3.27x0.6 P 0.35 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,-,-,78,-,-,-,-,2,-,4,6,3,5,6,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",No,"USB FS, USB Type-C","AES, ECDSA, OTF DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,66,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H573RI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-Mbyte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,"LQFP 64 10x10x1.4 mm, VFQFPN 68 8x8x1.0 mm",Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,16,-,-,-,-,2,-,-,53,-,-,-,-,2,-,4,6,3,5,6,100Mbps (IEEE 1588),1,1,"Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",No,"USB FS, USB Type-C","AES, ECDSA, OTF DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,111,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H573VI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-Mbyte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,"14, 16",-,-,-,-,2,-,-,"78, 80",Intenal,-,-,-,2,-,4,5,3,6,7,100Mbps (IEEE 1588),-,1,"Camera Interface, Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",No,"USB FS, USB Type-C","AES, ECDSA, OTF DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,"66, 111",-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H573ZI,"High-performance, Arm Cortex-M33 with TrustZone, MCU with 2-Mbyte Flash, 640-Kbyte RAM, 250 MHz CPU",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M33,250,Single-precision FPU,"Cordic, FMAC",250,8 + 4,2048,Yes,-,640,-,-,16,2,"Dual Watchdog, RTC, SysTick",2,"18, 20",-,-,-,-,2,-,-,"110, 112",Intenal,-,-,-,2,-,4,6,3,6,7,-,-,1,"Camera Interface, Ethenet, Parallel camera interface, SAI, SD/MMC","FMC, Octo SPI",No,"USB FS, USB Type-C","AES, ECDSA, OTF DEC, PKA, S-AES, S-ECC, S-RSA, SHA-1, SHA-2, TRNG","Abnormal Situation Handling, Application Lifecycle, Audit/Log, Crypto Engine, Identification / Authentication / Attestation, Isolation TrustZone, Secure Boot, Secure Install/Update, Secure Manufacturing, Secure Storage, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,0.03,"66, 111",-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H723VE,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 512 Kbytes Flash, 564 Kbytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, subset of peripherals",Active,"LQFP 100 14x14x1.4 mm, TFBGA 100 8x8x1.2 P 0.8 mm",Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,512,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,"4, 17",-,-,2,14,-,2,2,80,-,-,Segment LCD,Chrom-ART,3,-,5,5,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,270,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32H723VG,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 1 MByte Flash, 564 Kbytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, subset of peripherals",Active,"LQFP 100 14x14x1.4 mm, TFBGA 100 8x8x1.2 P 0.8 mm",Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,1024,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,"4, 17",-,-,2,14,-,2,2,80,-,-,Segment LCD,Chrom-ART,3,-,5,5,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,270,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H723ZE,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 512 Kbytes Flash, 564 Kbytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, subset of peripherals",Active,"LQFP 144 20x20x1.4 mm, UFBGA 144 7x7x0.6 P 0.5 mm",Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,512,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,"12, 17",-,-,2,"16, 18",-,2,2,"112, 114",-,-,Segment LCD,Chrom-ART,3,-,5,6,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,270,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H723ZG,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 1 MByte Flash, 564 KB RAM, 550 MHz CPU, L1 cache, extenal memory interface, subset of peripherals",Active,"LQFP 144 20x20x1.4 mm, UFBGA 144 7x7x0.6 P 0.5 mm",Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,1024,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,"12, 17",-,-,2,"16, 18",-,2,2,"112, 114",-,-,Segment LCD,Chrom-ART,3,-,5,6,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,270,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H725AE,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 512 KBytes Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,UFBGA 169 7x7x0.6 P 0.5 mm,Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,512,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,15,-,-,2,22,2,2,2,121,Intenal,-,Segment LCD,-,3,-,5,4,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,150,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H725AG,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 1 MByte Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,UFBGA 169 7x7x0.6 P 0.5 mm,Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,1024,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,15,-,-,2,22,2,2,2,121,Intenal,-,Segment LCD,-,3,-,5,4,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,150,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H725IE,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 512 KBytes Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,"LQFP 176 24x24x1.4 mm, UFBGA 176+25 10x10x0.6 P 0.65 mm",Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,512,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,"12, 17",-,-,2,"18, 22",2,2,2,"119, 128",Intenal,-,Segment LCD,-,3,-,5,6,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,150,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H725IG,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 1 MByte Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,"LQFP 176 24x24x1.4 mm, UFBGA 176+25 10x10x0.6 P 0.65 mm",Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,1024,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,"17, 18",-,-,2,"18, 22",2,2,2,"119, 128",Intenal,-,Segment LCD,-,3,-,5,6,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,150,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H725RE,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 512 KBytes Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,VFQFPN 68 8x8x1.0 mm,Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,512,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,2,-,-,2,14,2,2,2,46,Intenal,-,Segment LCD,-,2,-,4,4,4,4,4,-,-,-,"DFSDM, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,4,150,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32H725RG,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 1 MByte Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,VFQFPN 68 8x8x1.0 mm,Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,1024,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,2,-,-,2,14,2,2,2,46,Intenal,-,Segment LCD,-,2,-,4,4,4,4,4,-,-,-,"DFSDM, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.71,3.6,4,150,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H725VE,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 512 KBytes Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,"LQFP 100 14x14x1.4 mm, TFBGA 100 8x8x1.2 P 0.8 mm",Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,512,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,4,-,-,2,14,2,2,2,67,Intenal,-,Segment LCD,Chrom-ART,3,-,5,5,4,4,"4, 5",100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,150,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32H725VG,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 1 MByte Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,"LQFP 100 14x14x1.4 mm, TFBGA 100 8x8x1.2 P 0.8 mm, WLCSP 115 3.8x4.2x0.6 P 0.35 mm",Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,1024,No,-,564,-,64/128,"16, 17",4,"Dual Watchdog, LP timer, RTC, SysTick",1,"2, 4",-,-,2,14,2,2,2,67,Intenal,-,Segment LCD,Chrom-ART,3,-,5,"5, 6",4,4,5,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,150,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H725ZE,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 512 KBytes Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,512,No,-,564,-,64/128,17,4,"Dual Watchdog, LP timer, RTC, SysTick",1,12,-,-,2,18,2,2,2,97,Intenal,-,Segment LCD,Chrom-ART,3,-,5,6,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,150,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32H725ZG,"High-performance and DSP with DP-FPU, Arm Cortex-M7 MCU with 1 MByte Flash, 564 KBytes RAM, 550 MHz CPU, L1 cache, extenal memory interface, SMPS, subset of peripherals",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M7,550,Double-precision FPU,"Cordic, FMAC",275,32 + 32,1024,No,-,564,-,64/128,16,4,"Dual Watchdog, LP timer, RTC, SysTick",1,12,-,-,2,18,2,2,2,97,Intenal,-,LCD TFT Controller,Chrom-ART,3,-,5,6,4,5,6,100Mbps (IEEE 1588),1,-,"DFSDM, Ethenet, HDMI CEC, Parallel camera interface, S/PDIF, SAI, SD/MMC","FMC, Octo SPI",Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Identification / Authentication / Attestation, Isolation Firewall, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.62,3.6,4,150,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
